userid,age,occupation,gender
396506,32,college/grad student,M
417389,28,sales/marketing,M
39836,26,scientist,M
16170,28,college/grad student,M
254543,33,college/grad student,M
341507,32,executive/managerial,M
160818,26,self-employed,M
168483,40,lawyer,M
67359,25,academic/educator,F
43556,30,artist,M
273018,22,college/grad student,M
393777,32,college/grad student,M
362447,27,sales/marketing,M
252916,25,sales/marketing,M
158263,43,sales/marketing,M
214823,31,scientist,M
371301,34,scientist,M
225417,27,executive/managerial,M
92262,33,scientist,M
346192,31,tradesman/craftsman,M
115254,32,executive/managerial,M
423650,31,college/grad student,M
207882,33,college/grad student,M
173871,25,college/grad student,F
87168,33,executive/managerial,M
201923,29,other or not specified,M
9120,26,scientist,M
348153,27,sales/marketing,M
151382,34,sales/marketing,M
7305,33,executive/managerial,M
251927,28,executive/managerial,M
97347,21,scientist,M
204526,26,K-12 student,F
13902,20,other or not specified,M
99953,27,sales/marketing,M
66697,33,self-employed,M
145192,26,college/grad student,M
126878,30,college/grad student,M
47312,27,executive/managerial,M
251341,34,homemaker,M
295911,26,college/grad student,M
260013,30,college/grad student,M
193307,25,K-12 student,F
226961,18,K-12 student,F
340047,20,sales/marketing,M
260285,31,executive/managerial,M
132090,25,artist,M
164173,33,executive/managerial,M
115998,27,self-employed,M
33949,26,executive/managerial,M
57949,29,college/grad student,F
233453,23,sales/marketing,M
50191,33,college/grad student,M
302464,27,self-employed,M
135765,38,sales/marketing,M
36513,29,sales/marketing,M
19836,18,sales/marketing,M
38576,26,technician/engineer,M
367535,38,sales/marketing,M
254161,27,college/grad student,M
282062,31,sales/marketing,M
317270,38,clerical/admin,M
49678,33,executive/managerial,F
196374,38,college/grad student,M
297505,34,college/grad student,F
104825,26,other or not specified,F
191573,30,college/grad student,F
242575,16,self-employed,F
227313,33,homemaker,F
187424,33,sales/marketing,M
12736,34,sales/marketing,M
137544,31,executive/managerial,M
406523,30,college/grad student,M
33428,31,college/grad student,M
31806,30,other or not specified,M
409191,25,executive/managerial,M
240554,32,college/grad student,M
8898,25,sales/marketing,M
9996,12,scientist,M
113300,27,programmer,M
205841,32,college/grad student,M
424969,28,homemaker,M
181055,25,scientist,M
205101,30,sales/marketing,M
185186,24,sales/marketing,M
83211,28,technician/engineer,M
139400,33,executive/managerial,M
83110,25,clerical/admin,F
110080,32,sales/marketing,M
227332,28,college/grad student,M
149983,28,academic/educator,F
219295,20,sales/marketing,M
298144,26,scientist,F
214376,25,executive/managerial,M
209603,28,college/grad student,M
114623,33,writer,M
400946,21,K-12 student,M
261993,32,other or not specified,M
360151,33,college/grad student,M
252070,40,self-employed,M
86210,71,retired,M
433775,32,executive/managerial,F
364154,33,executive/managerial,M
216222,26,academic/educator,F
323988,30,executive/managerial,M
384010,34,executive/managerial,M
342386,26,college/grad student,M
366959,30,executive/managerial,M
93230,29,college/grad student,M
310228,28,self-employed,M
190932,30,executive/managerial,F
221769,33,executive/managerial,M
252760,18,sales/marketing,M
196720,32,other or not specified,M
144911,27,technician/engineer,M
276280,19,sales/marketing,M
32437,29,self-employed,M
362722,34,college/grad student,M
264483,31,scientist,M
120917,21,sales/marketing,M
415781,26,other or not specified,M
346688,27,scientist,F
386185,30,programmer,M
165864,27,executive/managerial,M
312227,25,college/grad student,M
429219,29,other or not specified,F
344794,26,K-12 student,M
320225,29,sales/marketing,M
298592,25,college/grad student,M
92202,25,scientist,M
442849,23,college/grad student,M
305883,33,sales/marketing,M
111547,31,college/grad student,M
33592,25,executive/managerial,F
80109,34,other or not specified,M
41977,21,other or not specified,M
170557,27,scientist,M
41655,18,self-employed,M
344728,31,retired,M
211762,26,college/grad student,M
191282,26,executive/managerial,M
384087,31,college/grad student,M
230581,27,college/grad student,F
13361,25,scientist,M
415372,26,college/grad student,M
153637,42,academic/educator,F
16374,60,retired,F
79683,36,college/grad student,M
277034,18,scientist,M
12545,75,retired,F
187638,25,college/grad student,M
281098,34,college/grad student,F
3369,26,other or not specified,F
339623,31,executive/managerial,M
324612,32,college/grad student,M
257769,41,sales/marketing,F
42976,34,college/grad student,M
230722,26,college/grad student,M
303352,34,college/grad student,M
241834,32,sales/marketing,M
244704,28,executive/managerial,F
81470,25,self-employed,M
230013,27,scientist,M
440188,41,other or not specified,M
319152,26,scientist,M
137237,33,sales/marketing,M
303450,31,college/grad student,F
96433,33,executive/managerial,M
349185,28,college/grad student,M
353358,28,executive/managerial,M
104463,29,college/grad student,M
161795,26,executive/managerial,F
114637,29,college/grad student,M
232894,22,programmer,M
45703,33,executive/managerial,M
344408,35,scientist,M
217683,30,college/grad student,M
355222,28,executive/managerial,M
382979,27,scientist,M
101234,30,artist,F
152523,33,academic/educator,F
187741,21,sales/marketing,M
255522,34,other or not specified,M
114775,30,college/grad student,M
180017,21,executive/managerial,M
84260,27,scientist,M
331530,45,other or not specified,F
403204,25,self-employed,F
413922,10,homemaker,F
193059,55,scientist,F
257075,25,executive/managerial,M
197164,18,sales/marketing,M
386017,29,sales/marketing,M
445916,29,self-employed,F
226493,32,other or not specified,F
324599,32,college/grad student,M
354389,31,executive/managerial,M
18249,27,executive/managerial,M
341238,25,artist,F
283852,25,other or not specified,M
51481,28,technician/engineer,M
278083,34,executive/managerial,M
170448,34,college/grad student,M
34620,40,artist,F
236458,26,executive/managerial,M
48740,34,self-employed,M
3080,33,college/grad student,M
267837,27,college/grad student,M
366614,25,academic/educator,F
156571,25,college/grad student,M
23711,26,other or not specified,F
36106,32,executive/managerial,M
405665,33,scientist,M
109590,32,scientist,M
414656,30,sales/marketing,M
76042,29,college/grad student,M
33582,25,other or not specified,M
338292,51,executive/managerial,M
28243,30,scientist,M
293864,30,scientist,M
400851,33,scientist,M
28682,34,sales/marketing,F
121885,30,other or not specified,F
276399,29,other or not specified,M
8626,29,scientist,M
210197,34,sales/marketing,M
448946,29,college/grad student,M
257015,34,college/grad student,M
39844,25,self-employed,F
108249,28,college/grad student,M
342663,33,scientist,F
348184,26,college/grad student,M
274628,32,executive/managerial,M
248774,27,college/grad student,M
197397,30,sales/marketing,M
439796,28,retired,F
250327,22,technician/engineer,M
120518,30,sales/marketing,M
245180,29,college/grad student,M
251867,25,other or not specified,M
351192,32,scientist,M
68335,31,homemaker,F
398990,27,executive/managerial,M
166056,28,college/grad student,M
191408,30,programmer,M
138687,29,technician/engineer,M
153515,51,executive/managerial,M
313025,31,homemaker,M
246936,30,other or not specified,F
140637,28,executive/managerial,M
86393,27,sales/marketing,M
405654,32,self-employed,F
192787,38,executive/managerial,M
425809,29,other or not specified,M
204914,34,executive/managerial,F
154313,29,sales/marketing,M
337667,34,artist,M
40039,27,artist,M
47433,27,college/grad student,M
289572,25,sales/marketing,M
214879,29,college/grad student,F
361670,30,homemaker,M
116492,27,sales/marketing,M
68533,26,sales/marketing,F
215921,42,executive/managerial,M
366160,30,sales/marketing,M
171612,29,self-employed,M
428474,30,sales/marketing,M
116506,18,homemaker,F
177927,26,other or not specified,M
137786,30,executive/managerial,M
370625,31,executive/managerial,M
41025,27,college/grad student,F
307428,27,scientist,M
72208,34,executive/managerial,F
398872,45,executive/managerial,F
219382,34,executive/managerial,M
119421,28,executive/managerial,M
160094,25,executive/managerial,M
273600,28,technician/engineer,M
123093,33,college/grad student,M
156519,34,executive/managerial,M
105740,27,executive/managerial,M
355773,31,sales/marketing,M
265905,33,scientist,M
188510,31,scientist,F
313967,35,clerical/admin,M
386684,31,college/grad student,M
160586,12,K-12 student,F
190630,33,other or not specified,M
324226,27,academic/educator,F
11214,29,executive/managerial,M
276038,28,sales/marketing,F
208091,31,college/grad student,M
364736,28,college/grad student,M
401580,21,sales/marketing,M
286684,27,sales/marketing,M
46779,29,clerical/admin,M
357759,27,scientist,M
249009,32,college/grad student,M
446259,21,scientist,M
286221,23,sales/marketing,M
76617,18,homemaker,M
413685,24,scientist,M
148645,42,executive/managerial,F
235570,28,scientist,M
430423,34,technician/engineer,M
48694,30,college/grad student,M
104269,25,retired,F
41802,30,self-employed,M
239518,34,college/grad student,M
203190,30,executive/managerial,M
51397,37,writer,F
150398,29,college/grad student,M
221929,33,executive/managerial,F
328580,21,sales/marketing,M
251436,33,college/grad student,M
448335,25,sales/marketing,M
73122,31,college/grad student,M
55746,32,college/grad student,F
82658,28,homemaker,F
420786,32,retired,M
316144,27,sales/marketing,M
74750,27,K-12 student,M
337271,33,scientist,M
447438,33,executive/managerial,M
140561,27,customer service,M
389450,26,sales/marketing,M
272924,53,executive/managerial,F
64203,25,executive/managerial,F
267517,29,executive/managerial,M
311349,25,sales/marketing,M
321877,29,college/grad student,M
396659,28,sales/marketing,M
278506,35,scientist,M
395719,32,college/grad student,M
6099,38,artist,M
434278,34,college/grad student,M
312768,26,programmer,M
51017,27,executive/managerial,M
171540,30,executive/managerial,M
109990,18,sales/marketing,M
115399,29,technician/engineer,M
401993,34,artist,M
373387,28,scientist,F
56087,29,scientist,M
385829,29,self-employed,F
345959,18,sales/marketing,M
194963,21,programmer,M
362703,30,executive/managerial,M
397625,32,technician/engineer,M
249270,27,college/grad student,F
84552,27,college/grad student,M
274152,31,sales/marketing,M
218764,32,self-employed,M
256532,25,college/grad student,M
102702,32,executive/managerial,M
198369,32,self-employed,M
228140,18,K-12 student,M
420907,30,executive/managerial,M
349466,27,scientist,F
435291,31,executive/managerial,M
427273,29,sales/marketing,M
425230,30,college/grad student,M
259566,25,executive/managerial,M
125050,28,college/grad student,M
61954,26,scientist,M
20644,31,college/grad student,M
419094,28,executive/managerial,M
71698,34,scientist,M
323612,28,college/grad student,M
43293,25,college/grad student,M
84216,31,self-employed,M
394993,25,self-employed,F
172788,40,executive/managerial,M
104550,29,scientist,M
436507,33,scientist,M
349437,30,executive/managerial,M
298030,33,executive/managerial,M
251122,26,scientist,M
202228,25,other or not specified,M
131218,31,executive/managerial,M
295880,30,executive/managerial,M
116688,34,college/grad student,M
226144,20,sales/marketing,M
199313,33,college/grad student,M
88000,21,K-12 student,M
184269,29,self-employed,M
177646,18,K-12 student,M
265826,31,artist,F
35386,33,academic/educator,F
49230,34,homemaker,M
376500,25,college/grad student,M
326407,28,other or not specified,M
143273,25,executive/managerial,M
301492,28,self-employed,M
313866,28,self-employed,M
309895,28,college/grad student,M
415724,30,academic/educator,M
324927,32,college/grad student,M
70317,33,programmer,M
226699,32,sales/marketing,F
227764,25,executive/managerial,M
143366,33,college/grad student,M
365179,31,college/grad student,M
104583,30,other or not specified,M
122669,31,other or not specified,F
101004,30,college/grad student,M
320830,26,K-12 student,M
359838,34,sales/marketing,M
85772,26,sales/marketing,M
48958,21,homemaker,M
448587,29,executive/managerial,M
133304,31,college/grad student,M
267444,31,self-employed,M
200409,33,college/grad student,M
140058,28,college/grad student,F
